BSN;Name;PLZ;Adresse;Telefon;Fax;eMail;Internet
07K07;Johanna-Eck-Schule (Integrierte Sekundarschule);12105;Ringstr. 103-106;9027726-76;9027726-81;sekretariat@johanna-eck-schule.de;http://www.johanna-eck-schule.de
07K09;Gustav-Langenscheidt-Schule;10823;Belziger Str. 43-51;902777165;902774340;info@g-l-s.cidsnet.de;http://www.g-l-s.cidsnet.de
07K10;Friedrich-Bergius-Schule;12159;Perelsplatz 6-9;902777-910;902777-839;Sekretariat@fbs-schule.de;http://www.Friedrich-Bergius-Schule.de
07K11;Hugo-Gaudig-Schule;12101;Boelckestr. 58-60;902772666;902772239;hans.pleier@hugo-gaudig-schule.de;http://www.hugo-gaudig-schule.de
07K12;Friedenauer Gemeinschaftsschule;12157;Rubensstr. 63;90277-7904;90277-4339;07K12@07K12.schule.berlin.de;http://www.friedenauer-gemeinschaftsschule.de
07K13;Schule am Berlinickeplatz (Integrierte Sekundarschule);12103;Alt-Tempelhof 53-57;902772641;902772644;schule07k13@gmx.de;http://schuleberlinickeplatz.blogspot.de/
07P01;Katholische Schule Sankt Franziskus (Integrierte Sekundarschule);10781;Hohenstaufenstr. 2;2163565;2163512;sekretariat@franziskusschule-berlin.de;http://www.franziskusschule-berlin.de
07P02;Pestalozzi-Fröbel-Haus;10781;Karl-Schrader-Str. 7-8;21730-242;21730-188;schulleitung@pfh-berlin.de;http://www.pfh-berlin.de
07P03;Lette-Verein Stiftung des öffentlichen Rechts;10777;Viktoria-Luise-Platz 6;21994-0;21994-241;info@lette-verein.de;http://www.lette-verein.de
07P04;Katholische Schule Sankt Alfons (Grundschule);12249;Tennstedter Str. 1;7111075;71581539;Alfons-Schule@gmx.net;http://www.kssa.de
07P05;Freie Schule in Berlin (Grundschule);12105;Viktoriastr. 13;7520771;;freieSchuleinBerlin@t-online.de;http://www.freie-schule-in-berlin.cidsnet.de
07P06;Katholische Schule Sankt Hildegard;12277;Malteserstr. 171 A;7213090;72320003;Sankt-Hildegard-Schule.cids@t-online.de;http://www.kssh.cidsnet.de
07P07;BFT Berufsschule für Tourismus;10787;Kleiststr. 23 -26;23629024;21473368;info@berufsschule-tourismus.de;http://www.berufsschule-tourismus.de
07P10;Campus Berufsbildung e.V.;10829;Geneststr. 5;75512100-11;75512100-1;abfs@campus-bb.de;http://www.campus-berlin.de
07P11;Privates Europa-Gymnasium Berlin;12159;Hauptstr. 66;74073717;;verwaltung@europa-gymnasium.eu ;http://www.europa-gymnasium.eu
07P12;SPI Fachschule für Sozialpädagogik;10829;Priesterweg 4;2593739-0;2593739-50;fachschulen@stiftung-spi.de;http://www.spi-fachschulen.de
07P13;Deutsch Skandinavische Gemeinschaftsschule;12105;Machonstr. 54;3384878-3;3384878-9;info@dsg-schule.de;http://www.dsg-schule.de
07P15;DAA - Deutsche Angestellten-Akademie GmbH;12099;Ordensmeisterstr. 15;78902-341;78902-444;info.berlin@daa.de;http://www.daa-berlin.de
07P16;Vivantes Berufsfachschule für Altenpflege;12099;Colditzstr. 34;923585420;923585449;;http://www.bildungsinstitut-berlin.de
07P17;Humanistische Fachschule für Sozialpädagogik;12109;Ullsteinstr. 114-118;27590507;;info@hufaso.de;http://hufaso.de
07P18;Johannes-Schule Berlin;10829;Monumentenstr.13 A;;;verwaltung@johannes-schule-berlin.de;http://www.johannes-schule-berlin.de
07P19;Freie Schule Schöneberg (Grundschule);10827;Hauptstr. 27;89009600;;info@freie-schule-schoeneberg.de;http://www.freie-schule-schoeneberg.de
07S01;Prignitz-Schule;12157;Pöppelmannstr. 2;902776932;902774538;prignitz-schule@web.de;http://www.prignitz.cidsnet.de
07S03;Steinwald-Schule;12277;Hanielweg 7-9;9027741-39;9027741-40;rektorin@steinwald.schulen-ts.de;http://www.steinwald-schule.de
07S04;Marianne-Cohn-Schule;12099;Holzmannstr. 7;9027725-55;9027725-58;sekretariat@cohn.schulen-ts.de;http://www.marianne-cohn.cidsnet.de
07Y01;Robert-Blum-Gymnasium;10829;Kolonnenstr. 21;902777-172;902777-823;sekretariat@robert-blum-schule.de;http://www.robert-blum-schule.de
07Y02;Rückert-Gymnasium;10825;Mettestr. 8;902777173;902774351;schulleitung@rueckert-gymnasium-berlin.de;http://www.rueckert-gymnasium.berlin
07Y03;Rheingau-Gymnasium;12161;Schwalbacher Str. 3-4;902777920;902774365;sekretariat@rheingau-gymnasium.de;http://www.rheingau-gymnasium.de
07Y04;Paul-Natorp-Gymnasium;12161;Goßlerstr. 13-15;902777-921;902777-141;Paul-Natorp-Oberschule@web.de;http://www.paul-natorp-oberschule.de
07Y05;Luise-Henriette-Gymnasium;12099;Germaniastr. 4-6;90277-2678;90277-2737;sekretariat@l-h-g.de;http://www.luise-henriette-berlin.de
07Y06;Askanisches Gymnasium;12103;Kaiserin-Augusta-Str. 19-20;90277-2679;90277-2695;sekretariat@askanisches-gymnasium.de;http://www.askanisches-gymnasium.de
07Y07;Eckener-Gymnasium;12105;Kaiserstr. 17-21;902777-448;902777-450;info@eckener-gymnasium.de;http://www.eckener-gymnasium.de
07Y08;Ulrich-von-Hutten-Gymnasium;12307;Rehagener Str. 35-37;9027782-44;9027782-40;uvh@uvh-online.de;http://www.uvh-online.de
07Y09;Georg-Büchner-Gymnasium;12305;Lichtenrader Damm 224;902778-208;902778-261;sekretariat@gbgonline.de;http://www.gbgonline.de
08B01;Annedore-Leber-Oberschule;12359;Paster-Behrens-Str. 88;6658836-1;6658836-3;sekr.br@aloberlin.de;http://www.aloberlin.de
08B02;Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie);12351;Rudower Str. 184;660689-0;660689-60;verwaltung@osz-lise-meitner.eu;http://osz-lise-meitner.eu
08B04;OSZ Informations- und Medizintechnik;12359;Haarlemer Str. 23-27;225027-800;225027-809;dahms@oszimt.de;http://www.oszimt.de
08B05;Carl-Legien-Schule;12049;Leinestr. 37-45;814654-0;814654-54;sekretariat@carl-legien-schule.de;http://www.Carl-Legien-Schule.de
08G01;Rixdorfer Schule (Grundschule);12043;Donaustr. 120;6139260;61303913;berlin.08G01@t-online.de;http://www.die-rixdorfer.de
08G02;Theodor-Storm-Schule (Grundschule);12043;Hobrechtstr. 76;60690180;61303320;berlin.08G02@versanet.de;http://www.Theodor-Storm-Grundschule.de
08G03;Hans-Fallada-Schule (Grundschule);12059;Harzer Str. 73;632250670;68894345;hans-fallada-schule@gmx.de;http://www.hans-fallada-schule.de
08G05;Elbe-Schule (Grundschule);12045;Elbestr. 11;632250880;68237067;berlin-08g05@versanet.de;http://www.elbeschule.de
08G06;Karl-Weise-Schule (Grundschule);12049;Weisestr. 20;634130280;6271442;berlin-08g06@versanet.de;http://www.karl-weise-gs.cidsnet.de
08G07;Hermann-Boddin-Schule (Grundschule);12053;Boddinstr. 55;68874410;68874421;berlin.08g07@t-online.de;http://www.boddin-schule.de
08G08;Karlsgarten-Schule (Grundschule);12049;Karlsgartenstr. 7;627914-20;627914-42;berlin.08G08@versanet.de;http://www.karlsgarten.de
08G09;Regenbogen-Schule (Grundschule);12053;Morusstr. 32;6898030;6820067;schulleitung@regenbogen-grundschule.de;http://www.regenbogen-grundschule.de
08G11;Schliemann-Schule (Grundschule);12355;Groß-Ziethener Chaussee 81;6636053;6632321;sekretariat@schliemann-gs.de;http://www.schliemann-gs.cidsnet.de/index.php
08G12;Peter-Petersen-Schule (Grundschule);12053;Jonasstr. 15;6322506821;56824824;info@pps-berlin.de;http://www.pps.cidsnet.de
08G13;Bruno-Taut-Schule (Grundschule);12359;Bruno-Taut-Ring 9C;6097249-0;6097249-6;Berlin_08G13@versanet.de;http://www.bruno-taut.de
08G14;Konrad-Agahd-Schule (Grundschule);12053;Thomasstr. 39;632250680;68237212;mail@agahd.de;http://www.agahd.de
08G15;Hermann-Sander-Schule (Grundschule);12051;Mariendorfer Weg 69;290276350;290276370;info@hermann-sander-schule.de;http://www.hermann-sander-schule.de
08G16;Hugo-Heimann-Schule (Grundschule);12353;Hugo-Heimann-Str. 20;667923-0;667923-99;post@hugoheimannschule.de;http://www.hugoheimannschule.de
08G17;Richard-Schule (Grundschule);12055;Richardplatz 14;290283100;290283109;berlin.08G17@versanet.de;http://www.richard-grundschule.de
08G18;Eduard-Mörike-Schule (Grundschule);12059;Stuttgarter Str. 35-39;680856890;68895622;eduard-moerike@freenet.de;http://eduard-moerike-schule.cidsnet.de
08G19;Herman-Nohl-Schule (Grundschule);12347;Hannemannstr. 69;62008-330;62008-344;sekretariat@nohl-schule.de;http://www.HNS.cidsnet.de
08G20;Sonnen-Schule (Grundschule);12057;Dammweg 228;6897509-0;6897509-99;berlin.08G20@versanet.de;http://www.sonnen-g.cidsnet.de
08G21;Silberstein-Schule (Grundschule);12051;Silbersteinstr. 42;62008922;62845765;info@silberstein-schule.de;http://www.silberstein-grundschule.cidsnet.de
08G22;Schule am Regenweiher (Grundschule);12351;Johannisthaler Chaussee 328;6044012;66708150;info@Grundschule-am-Regenweiher.de;http://www.Grundschule-am-Regenweiher.de
08G23;Zürich-Schule (Grundschule);12347;Wederstr. 49;60902970;62843958;berlin-08g23@versanet.de;http://www.zuerich-gs.cidsnet.de
08G24;Schule am Teltowkanal (Grundschule);12347;Rungiusstr. 46;627397990;6255079;berlin-08g24@versanet.de;http://www.teltowkanal.cidsnet.de
08G25;Michael-Ende-Schule (Grundschule);12355;Neuhofer Str. 41;74075580;6691810;berlin-08g25@versanet.de;http://www.meg.cidsnet.de
08G26;Christoph-Ruden-Schule (Grundschule);12349;An den Achterhöfen 13;7421014;74377997;berlin-08G26@versanet.de;http://www.christoph-ruden-schule.de
08G27;Oskar-Heinroth-Schule (Grundschule);12359;Rohrdommelweg 1;6021042;6661822;berlin-08g27@versanet.de;http://www.oskar-heinroth-gs.cidsnet.de
08G28;Matthias-Claudius-Schule (Grundschule);12355;Köpenicker Str. 148;60972130;6691866;post@mcgs.berlin;http://www.mcgs.berlin
08G29;Wetzlar-Schule (Grundschule);12351;Tischlerzeile 34;6051007;66708035;Berlin.08G29@t-online.de;http://www.wetzlar.schule-berlin.net
08G30;Schule am Sandsteinweg (Grundschule);12349;Hornblendeweg 2;76286-0;76286-22;berlin.08G30@t-online.de;http://www.sams.gs
08G31;Janusz-Korczak-Schule (Grundschule);12353;Wildhüterweg 5;67066630;6042068;Berlin.08G31@t-online.de;http://www.jkgs.schule-berlin.net
08G33;Schule am Fliederbusch (Grundschule);12357;Kornradenstr. 2;60972260;60972269;berlin.08g33@t-online.de;http://www.schule-am-fliederbusch.de
08G34;Lisa-Tetzner-Schule (Grundschule);12353;Hasenhegerweg 12;660688-701;660688-814;berlin.08g34@t-online.de;http://www.lisa-tetzner.de
08G35;Schule in der Köllnischen Heide (Grundschule);12057;Hänselstr. 6;68296013;68597355;grundheide@t-online.de;http://www.grundheide.cidsnet.de
08G36;Löwenzahn-Schule (Grundschule);12055;Drorystr. 3;6839050-0;6839050-14;Berlin.08G36@versanet.de;http://www.loewenzahn-schule.de
08G37;Rose-Oehmichen-Schule (Grundschule);12355;Lieselotte-Berger-Str. 65;6698810;66988129;berlin.08g37@t-online.de;http://www.rog.cidsnet.de
08K01;Walter-Gropius-Schule (Gemeinschaftsschule);12351;Fritz-Erler-Allee 86;600908-0;600908-38;Gemeinschaftsschule@walter-gropius-schule-berlin.de;http://www.walter-gropius-schule-berlin.de
08K02;Hermann-von-Helmholtz-Schule;12353;Wutzkyallee 68;6097170;60971738;info@hvhschule.de;http://www.hvhschule.de
08K03;Otto-Hahn-Schule;12359;Buschkrugallee 63;62739790;627397955;sekretariat@oho-berlin.de;http://www.oho-berlin.de
08K04;Heinrich-Mann-Schule;12353;Gerlinger Str. 22;742080;74208231;info@hmo.cidsnet.de;http://hms.be.schule.de
08K05;Clay-Schule;12355;Bildhauerweg 9;66004-0;66004-200;sekretariat@clay-schule.de;http://www.clay-schule.de
08K06;Fritz-Karsen-Schule (Gemeinschaftsschule);12359;Onkel-Bräsig-Str. 76-78;609001-0;609001-15;sekretariat@fritz-karsen.de;http://www.fritz-karsen.de
08K08;Gemeinschaftsschule auf dem Campus Rütli;12045;Rütlistr. 41;600347620;61309896;campus.ruetli@googlemail.com;http://www.campusruetli.de
08K09;Röntgen-Schule;12435;Wildenbruchstr. 53;2902764-0;2902764-44;berlin.08K09@versanet.de;http://www.loewe.cidsnet.de
08K10;Zuckmayer-Schule;12053;Kopfstr. 55;6887475;68081344;berlin.08r02@t-online.de;http://www.zuckmayer-or.cidsnet.de
08K11;Alfred-Nobel-Schule;12347;Britzer Damm 164;6064032;60081498;alfred-nobel-schule@t-online.de;http://www.alfred-nobel-schule.de
08K12;Kepler-Schule;12057;Zwillingestr. 21;221994400;68598008;Berlin-08K12@versanet.de;http://www.kepler.cidsnet.de
08K13;Gemeinschaftsschule Campus Efeuweg;12357;Efeuweg 34;666904-0;666904-27;verwaltung@campus-efeuweg.de;http://www.gemeinschaftsschule.campus-efeuweg.de
08P01;Johann-Georg-Elser-Schule (Integrierte Sekundarschule);12049;Mahlower Str. 23-24;60975622;60975695;neuzeitlich-christlich@t-online.de;http://www.nc-init.de
08P02;Katholische Schule Sankt Marien (Grundschule);12353;Hugo-Heimann-Str. 2;6052032;66707578;Marien.Grund@t-online.de;http://www.marien-grund.cidsnet.de
08P03;Evangelische Schule Neukölln (Integrierte Sekundarschule);12053;Mainzer Str. 47;6242027;6242028;buero@evangelische-schule-neukoelln.de;http://www.evangelische-schule-neukoelln.de
08P04;Katholische Schule Sankt Marien;12043;Donaustr. 58;3988162-0;3088162-30;sekretariat@marienschule-berlin.de;http://www.marienschule-berlin.de
08P06;Vivantes-Berufsfachschule für Sozialassistenz;12351;Rudower Str. 48;13014270-7;13014270-9;Altenpflegeschule.IbBG@vivantes.de;http://www.vivantes.de/karriere-testing/ausbildung-bei-vivantes/
08P08;Cenfila gGmbH;12057;Karl-Marx-Str. 255 ;667767970;667767979;info@acenta-berlin.de;http://www.acenta-berlin.de
08P09;MeineSchuleBerlin (Gemeinschaftsschule);12051;Delbrückstr. 18;017670032952;940649194;mail@meineschuleberlin.de;http://www.MeineSchuleBerlin.de
08P10;Akademie Seehof GmbH - Private Berufsfachschule für Altenpflege;12045;Elbestr. 28-29;80409105-0;80409105-18;info-berlin@akademie-seehof.de;http://www.akademie-seehof.de
08P13;b-trend-setting UG (haftungsbeschränkt) media & more;12055;Lahnstr. 19;85610401;;info@b-trend-setting.de;http://www.b-trend-setting.de
08S01;Adolf-Reichwein-Schule;12059;Sonnenallee 188;63225111;63225121;mail@adolf-reichwein-schule.com;http://www.adolf-reichwein-schule.com
08S03;Herman-Nohl-Schule;12347;Hannemannstr. 69;62008335;62008344;sekretariat@nohl-schule.de;http://www.HNS.cidsnet.de
08S04;Schule am Zwickauer Damm;12353;Zwickauer Damm 17-22;6616079;6620906;Schule_am_Zwickauer_Damm1@t-online.de;http://www.schule-am-zwickauer-damm.de
08S05;Schule am Hasenhegerweg;12353;Hasenhegerweg 12;6045066;66709018;08S05@web.de;http://www.hasenheger.de
08S06;Hans-Fallada-Schule;12059;Harzer Str. 73-74;6322506724;68894345;hans-fallada-schule@gmx.de;http://www.hans-fallada-schule.de
08S07;Schule am Bienwaldring;12349;Breitunger Weg 1;7430100;7005955;berlin.08S07@t-online.de;http://www.bienwaldring.cidsnet.de
08S08;Schilling-Schule;12359;Paster-Behrens-Str. 81;6000272;6010177;schulleitung@schillingschule.de;http://www.schillingschule.de
08S09;Schule an der Windmühle;12349;Buckower Damm 176;609724020;609724015;Berlin.08S09@t-online.de;http://www.windmuehle.cidsnet.de
08Y01;Albrecht-Dürer-Gymnasium;12051;Emser Str. 132-137;2219943-10;2219943-43;email@albrecht-duerer-gymnasium.de;http://www.albrecht-duerer-gymnasium.de
08Y02;Albert-Schweitzer-Gymnasium;12043;Karl-Marx-Str. 14;902392-073;902392-902;info@die-schweitzer.de;http://www.albert-schweitzer-schule-berlin.de
08Y03;Albert-Einstein-Gymnasium;12359;Parchimer Allee 109;600902-0;600902-54;postmaster@aeo.de;http://www.aeo.de
08Y04;Ernst-Abbe-Gymnasium;12045;Sonnenallee 79;902392423;6233099;schule@ernst-abbe.de;http://www.ernst-abbe.de
08Y05;Leonardo-da-Vinci-Gymnasium;12349;Haewererweg 35;742010;74201228;Berlin.08Y05@t-online.de;http://Leonardo-da-Vinci-Gymnasium.de
08Y06;Hannah-Arendt-Gymnasium;12355;Elfriede-Kuhr-Str. 17;6097180;60971810;h-a-os997@t-online.de;http://www.hannah-arendt-os.de
09A05;Treptow-Kolleg;12437;Kiefholzstr. 274;53291-41;53291-42;Schulleitung@treptow-kolleg.de;http://www.treptow-kolleg.de
09A06;Volkshochschule Treptow-Köpenick;12459;Zeppelinstr. 76-80;53699510;53699512;k.schattke@vhstk.de;
09A07;Flatow-Oberschule;12559;Birkenstr. 11;654866-30;654866-40;sekretariat@flatow-os.de;http://www.flatow-os.de
09B03;Hermann-Scheer-Schule (OSZ Wirtschaft);12459;Helmholtzstr. 37;538958-0;538958-29;sekretariat@hs-osz.de;http://www.hermann-scheer-schule.de
09G01;Bouché-Schule (Grundschule);12435;Bouchestr. 5;5337-745;5337-476;sekretariat@bouche-schule.de;http://www.bouche-schule.de
09G03;Schule am Heidekampgraben (Grundschule);12437;Hänselstr. 14;5328424;5328555;kontakt@heidekampgraben.de;http://www.grundschuleamheidekampgraben.de
09G04;Sonnenblumen-Schule (Grundschule);12437;Radenzer Str. 16;5328-413;5328-174;sekretariat@sonnenblumen-grundschule.de;http://www.sonnenblumen-grundschule.de
09G05;Schule am Ginkobaum (Grundschule);12487;Springbornstr. 250;6363317;6363338;ginkobaum_schule@t-online.de;http://www.g-am-ginkobaum.cidsnet.de
09G06;Melli-Beese-Schule (Grundschule);12487;Engelhardstr. 18;6361390;6361390;melli-beese-grundschule@t-online.de;http://www.melli-beese-g.cidsnet.de
09G07;Schule an der alten Feuerwache (Grundschule);12439;Schnellerstr. 31;6361331;63104212;Sekretariat09G07@t-online.de;http://feuerwache-gs.cidsnet.de/
09G09;Heide-Schule (Grundschule);12489;Florian-Geyer-Str. 87;67822789   ;67822794;heidegrundschule-berlin@gmx.de;http://www.heideschule-berlin.de
09G10;Schule am Berg (Grundschule);12524;Köpenicker Str. 31;6728350;67068424;grundschuleamberg@t-online.de;http://www.grundschule-am-berg.de
09G11;Schule am Pegasuseck (Grundschule);12524;Pegasuseck 5;6733032;61504611;g.a.pgasuseck.cids@t-online.de;http://pegasus.cidsnet.de/homepage
09G13;Schule am Altglienicker Wasserturm (Grundschule);12524;Sachsenstr. 22;6728913;61504272;info@saawt.de;http://www.saawt.de
09G14;Schule am Buntzelberg (Grundschule);12526;Schulzendorfer Str. 112;6763943;67197662;grundschule@buntzelberg.cidsnet.de;http://www.schule-am-buntzelberg.de
09G15;Schule am Mohnweg (Grundschule);12524;Mohnweg 20;679749-0;679749-22;grundschuleammohnweg@gmx.de;http://www.gsammohnweg.cidsnet.de
09G16;Wendenschloß-Schule (Grundschule);12557;Köpenzeile 123;651970-3;651970-2;wendenschloss-g.rektorat@t-online.de;http://www.wendenschloss-g.cidsnet.de
09G17;Uhlenhorst-Grundschule;12555;Wongrowitzer Steig 37;65041-44;65041-45;uhlenhorst-grundschule@t-online.de;http://www.uhlenhorst-grundschule.de
09G18;Schule in der Köllnischen Vorstadt (Grundschule);12557;Rudower Str. 201;643267-15;643267-98;schulbuero.09G18@t-online.de;http://www.gs-kvstd.cidsnet.de
09G19;Amtsfeld-Schule (Grundschule);12559;Pablo-Neruda-Str. 8;6540-192;6540-058;amtsfeld-grundschule@t-online.de;http://www.amtsfeld-schule.de
09G20;Müggelheimer Schule (Grundschule);12559;Odernheimer Str. 28;6598-590;6598-266;mueggelheimer-grundschule@t-online.de;http://www.mueggelheimer-grundschule.cidsnet.de
09G21;Edison-Grundschule;12459;Wattstr. 69-70;5350657;5351013;edisongrundschule@t-online.de;http://www.edison-grundschule.de
09G22;Schule an der Wuhlheide (Grundschule);12459;Kottmeierstr. 2;5350178;5351447;grundschule-wuhlheide@t-online.de;http://www.grundschule-an-der-wuhlheide.cidsnet.de
09G23;Hauptmann-von-Köpenick-Schule (Grundschule);12555;Borgmannstr. 2;6571426;65017744;hvkschule@t-online.de;http://www.hvkschule.de
09G24;Müggelsee-Schule (Grundschule);12587;Aßmannstr. 63;6458806;6455478;info@mueggelsee-grundschule.de;http://www.mueggelsee-grundschule.de
09G25;Müggelschlößchen-Schule (Grundschule);12559;Alfred-Randt-Str. 56;6543102;6543124;mueggelschloesschen-schule@t-online.de;http://www.ms-schule.de
09G26;Schule an den Püttbergen (Grundschule);12589;Fürstenwalder Allee 182;6489278;65017004;sekretariat@gsandenpuettbergen.cidsnet.de;http://www.puettbergen.cidsnet.de
09G27;Friedrichshagener Schule (Grundschule);12587;Peter-Hille-Str. 7;6455411;6455395;friehagrund@t-online.de;http://www.friedrichshagener-grundschule.cidsnet.de
09G29;Schmöckwitzer Insel-Schule (Grundschule);12527;Adlergestell 776;6758-444;6758-888;grundschule-schmoeckwitz@gmx.de ;http://www.schmoeckwitzer.schule-berlin.net
09G30;Kiefholz-Grundschule;12435;Kiefholzstr. 45;53007686;53007795;bouche3@t-online.de;http://kiefholz-grundschule.de
09K01;Merian-Schule (Integrierte Sekundarschule);12555;Hoernlestr. 80;6571249;6571793;hoernlestr@merian-schule-berlin.de;http://www.merian-schule-berlin.de
09K02;Anna-Seghers-Schule (Gemeinschaftsschule);12489;Radickestr. 43;67747-66;67747-13;09k02@09k02.schule.berlin.de;http://www.anna-seghers-os.de
09K03;Fritz-Kühn-Schule (Integrierte Sekundarschule);12526;Dahmestr. 45;6764243;6763958;info@fritz-kuehn-schule.de;http://www.fritz-kuehn-schule.de
09K04;Isaac-Newton-Schule (Integrierte Sekundarschule);12459;Zeppelinstr. 76-80;5350708;5353694;isaac-newton.cids@t-online.de;http://www.isaac-newton-schule.de
09K05;Wilhelm-Bölsche-Schule (Integrierte Sekundarschule);12587;Aßmannstr. 11;6455089;6458914;sekretariat.bos@t-online.de;http://wilhelm-boelsche-schule.de/
09K06;Hans-Grade-Schule (Integrierte Sekundarschule);12487;Heubergerweg 37;6360961;63223629;09k06@09k06.schule.berlin.de;http://www.hans-grade-schule.com
09K07;Sophie-Brahe-Gemeinschaftsschule;12435;Am Plänterwald 17/23;5363395-0;5363395-19;sophie-brahe-schule@gmx.de;http://www.sophie-brahe-schule.de
09K08;Schule an der Dahme (Integrierte Sekundarschule);12557;Glienicker Str. 24 -30;6744572;6743639;dahmeschule@hotmail.com;http://www.oadd.de.vu
09K09;Grünauer Gemeinschaftsschule;12527;Walchenseestr. 40;6744540;67820026;sekretariat@gruenauer-schule.de;http://www.gruenauer-schule.de
09P01;Freie Waldorfschule Berlin-Südost;12439;Bruno-Bürgel-Weg 9;677980-0;677980-11;Post@Waldorfsuedost.de;http://www.waldorfsuedost.de
09P05;Grone-Bildungszentren Berlin GmbH - gemeinnützig;12435;Eichenstr. 3 B;536215-40;536215-42;kontakt@inpa-berlin.de;http://www.inpa-berlin.de
09P06;Freie Montessori Schule Köpenick (Gemeinschaftsschule);12557;Köpenzeile 125;33099900-1;33099900-2;post@montessori-schule-berlin.de;http://www.montessorischule-berlin.de
09P07;Evangelische Schule Köpenick (Gymnasium);12557;Grüne Trift 169;325324-01;325324-02;mail@ev-schule-koepenick.de;http://www.ev-schule-koepenick.de
09P08;BEST-Sabel Berufsfachschule für Design;12555;Lindenstr. 42;656610-0;656610-50;design@best-sabel.de;http://www.best-sabel.de 
09P09;BEST-Sabel Oberschule;12555;Lindenstr. 1;2803609-70;2803609-71;oberschule@best-sabel.de;http://www.best-sabel.de
09P10;Bewegte Schule Köpenick (Grundschule);12555;Lindenstr. 26;65015-495;65015-504;schule-berlin@msbw-online.de;http://www.bewegte-schule-koepenick.de
09P11;Berufsbildungszentrum Chemie;12489;Adlergestell 333 ;6700040;6747453;steinbrecher@bbz-chemie.de;http://www.bbz-chemie.de
09P12;Mosaik-Grundschule;12439;Adlergestell 133 ;41766-859;41766-964;grundschule@mosaik-gs.com;http://www.mosaik-gs.com
09P13;Evangelische Grundschule Friedrichshagen;12587;Peter-Hille-Str. 36;67122512;67122513;buero@ev-schule-friedrichshagen.de;http://www.ev-schule-friedrichshagen.de
09P15;W-I-R-Grundschule Pfefferwerk;12557;Grüne Trift 23 D;31985254-3;31985254-8;wir-grundschule@pfefferwerk.de;http://www.w-i-r-grundschule.de
09P16;KreativitätsGrundschule Berlin Treptow;12439;Hartriegelstr. 77;2250277-33;2250277-32;schule-treptow@krea-schulzentrum.de;http://www.krea-schulzentrum.de
09P18;Freie Interkulturelle Waldorfschule Berlin;12439;Schnellerstr. 1-5;23942606;;berlin@interkulturellewaldorfschule.org;http://berlin.interkulturellewaldorfschule.org/de/
09P19;Techn. Jugendfreizeit-u. Bildungsgesellschaft gGmbH;12459;Ostendstr. 1;979913-171;979913-22;fachschule@tjfbg.de;http://www.tjfbg.de
09S03;Albatros-Schule;12459;Treskowallee 222;53002990;530029920;albatrosschule-berlin@t-online.de;http://www.albatros-schule-berlin.de
09S04;Ahorn-Schule;12587;Peter-Hille-Str. 118;6455031;6455865;ahorn-schule@web.de;http://www.ahorn-schule.de
09S05;Schule am Altglienicker Wasserturm;12524;Sachsenstr. 22;6728913;61504272;info@saawt.de;http://www.saawt.de
09S06;6. Schule;12437;Köpenicker Landstr. 185 A;5328067;53211930;foerderzentrum.trep-koep@t-online.de;
09Y03;Archenhold-Gymnasium;12439;Rudower Str. 7;6360195;6360185;sekretariat@archenhold.de;http://www.archenhold.de
09Y04;Anne-Frank-Gymnasium;12524;Uranusstr. 15 -17;51653360;516533620;afgschtr@web.de;http://www.anne-frank-schule-berlin.de
09Y05;Alexander-von-Humboldt-Gymnasium;12555;Oberspreestr. 173;6519788;6519787;sekretariat-avh@t-online.de;http://www.avh-schule.de
09Y06;Gerhart-Hauptmann-Gymnasium;12587;Bruno-Wille-Str. 37-45;6451839;6451824;sekretariat@ghs-berlin.de;http://www.ghs-berlin.de
09Y10;Gebrüder-Montgolfier-Gymnasium;12487;Ellernweg 20-22;63166-77;63166-78;sekretariat@gemont.de;http://www.gemont.de
09Y11;Emmy-Noether-Gymnasium;12559;Pablo-Neruda-Str. 6-7;6542160;6545061;sekretariat11os@gmx.net;http://www.09y11.de
10A04;Victor-Klemperer-Kolleg;12681;Martha-Arendsee-Str. 15;5426086;5426086;hoffmann@victor-klemperer-kolleg.de;http://www.abi-vkk.de
10B01;Oscar-Tietz-Schule (OSZ Handel II);12681;Marzahner Chaussee 231;549871-12;549871-41;info@oscar-tietz-schule.de;http://www.oscar-tietz-schule.de
10B02;Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin);12627;Peter-Weiss-Gasse 8;992890-30;992890-59;sekretariat@rahel-hirsch.schule;http://www.osz-gesundheit-medizin.cidsnet.de
10G01;Paavo-Nurmi-Grundschule;12689;Schorfheidestr. 42;9320057;9309565;nurmi-grundschule@gmx.de;http://www.paavo-nurmi-grundschule.cidsnet.de
10G03;Selma-Lagerlöf-Grundschule;12689;Wörlitzer Str. 31;9309-544;9339-443;slagerloefg@aol.com;http://www.slgs.de
10G04;Falken-Grundschule;12689;Geraer Ring 2;93022319;9328069;Falken-Grundschule.cids@t-online.de;http://www.falken-grundschule.cidsnet.de
10G05;Ebereschen-Grundschule;12689;Borkheider Str. 27;9309511;93497955;ebereschen-gs@hotmail.de;http://ebereschengs.sharepoint.com
10G06;Bruno-Bettelheim-Grundschule (Gemeinschaftsschule);12687;Schleusinger Str. 17;93211-02;93211-81;bruno10g06@gmx.de;http://www.bruno-bettelheim-grundschule.cidsnet.de
